,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
24,Onde moram as coisas?,texto Pedro Ferrão ; il. Marc Parchow,"[S.l.] : Qual Albatroz, 2016",2,2017,9 - 11 anos,Literatura,texto Pedro Ferrão , il. Marc Parchow
25,"Camões, o super-herói da língua portuguesa","Maria Alberta Menéres ; il. Tiago Albuquerque, Nádia Albuquerque","Porto : Porto Ed., 2016",2,2017,9 - 11 anos,Literatura,Maria Alberta Menéres ," il. Tiago Albuquerque, Nádia Albuquerque"
26,Crónicas do mercador da galáxia : a demanda das safiras,Pedro Freire Costa,"Lisboa : Bizâncio, 2016",2,2017,9 - 11 anos,Literatura,Pedro Freire Costa,
27,Cheguei atrasado à escola porque...,Davide Cali ; il. Benjamin Chaud ; adapt. do lettering Catarina Sobral ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2016",2,2017,9 - 11 anos,Literatura,Davide Cali , il. Benjamin Chaud ; adapt. do lettering Catarina Sobral ; trad. Rui Lopes
28,O livro dos trava-línguas,textos de António Mota ; il. por Elsa Fernandes,"Alfragide : Asa II, 2016-2019",2,2017,9 - 11 anos,Literatura,textos de António Mota , il. por Elsa Fernandes
29,O livro da selva : as aventuras de Mogli,texto Rudyard Kipling ; il. Debra Bandelin e Bob Dacey ; recontado por Joe Rhatigan e Charles Nurnberg ; trad. Deolinda Machado,"Barcarena : Presença, 2016",2,2017,9 - 11 anos,Literatura,texto Rudyard Kipling , il. Debra Bandelin e Bob Dacey ; recontado por Joe Rhatigan e Charles Nurnberg ; trad. Deolinda Machado
30,Desapalavrada,João Manuel Ribeiro ; il. Catarina Gomes,"Porto : Trinta Por Uma Linha, 2016",2,2017,9 - 11 anos,Literatura,João Manuel Ribeiro , il. Catarina Gomes
31,Circus Mirandus,Cassie Beasley ; il. Diana Sudyka ; trad. Catarina Gândara,"Barcarena : Presença, 2016",2,2017,9 - 11 anos,Literatura,Cassie Beasley , il. Diana Sudyka ; trad. Catarina Gândara
32,Sonho com asas,Teresa Marques ; il. Fátima Afonso,"Matosinhos : Kalandraka, 2016",2,2017,9 - 11 anos,Literatura,Teresa Marques , il. Fátima Afonso
33,História de um cão chamado Leal,Luis Sepúlveda ; il. Paulo Galindro ; trad. Helena Pitta,"Porto : Porto Ed., 2016",2,2017,9 - 11 anos,Literatura,Luis Sepúlveda , il. Paulo Galindro ; trad. Helena Pitta
34,Noite estrelada,Jimmy Liao ; trad. Ana M. Noronha e Domenica Ignomeriello,"Matosinhos : Kalandraka, 2016",2,2017,9 - 11 anos,Literatura,Jimmy Liao , trad. Ana M. Noronha e Domenica Ignomeriello
35,Fábulas de Esopo : (uma seleção),adapt. Alexandra Guimarães ; il. Rodrigo Folgueira,"Porto : Porto Ed., 2016",2,2017,9 - 11 anos,Literatura,adapt. Alexandra Guimarães , il. Rodrigo Folgueira
36,A teia de Carlota,E. B. White ; il. Garth Williams ; trad. Carla Maia de Almeida,"Amadora : Booksmile, 2016",2,2017,9 - 11 anos,Literatura,E. B. White , il. Garth Williams ; trad. Carla Maia de Almeida
37,Contos de Grimm : uma seleção,Jacob e Wilhelm Grimm ; trad. Teresa Aica Bairos ; il. Daniele Fabbri,"Porto : Porto Ed., 2016",2,2017,9 - 11 anos,Literatura,Jacob e Wilhelm Grimm , trad. Teresa Aica Bairos ; il. Daniele Fabbri
38,O menino quadradinho,Ziraldo ; adapt. José Pires,"Amadora : Booksmile, 2015",2,2017,9 - 11 anos,Literatura,Ziraldo , adapt. José Pires
39,Pequeno livro do tempo,Suzana Ramos ; il. Marta Neto,"Porto : Afrontamento, 2015",2,2017,9 - 11 anos,Literatura,Suzana Ramos , il. Marta Neto
40,Eu acredito,David Machado ; il. Alex Gozblau,"Lisboa : Alfaguara, 2015",3,2017,9 - 11 anos,Literatura,David Machado , il. Alex Gozblau
41,Os três mosqueteiros,Alexandre Dumas ; contado por Joan Cameron ; il. Sean Hayden ; trad. Renato Carreira,"Amadora : Booksmile, 2015",3,2017,9 - 11 anos,Literatura,Alexandre Dumas , contado por Joan Cameron ; il. Sean Hayden ; trad. Renato Carreira
42,Salta Bart!,Susana Tamaro ; il. Adriano Gon ; trad. Rossana Appolloni,"Barcarena : Presença, 2015",3,2017,9 - 11 anos,Literatura,Susana Tamaro , il. Adriano Gon ; trad. Rossana Appolloni
43,Uma noite caiu uma estrela : uma história luminosa,David Machado ; il. Paulo Galindro,"Lisboa : Alfaguara, 2015",3,2017,9 - 11 anos,Literatura,David Machado , il. Paulo Galindro
44,De umas coisas nascem outras,"João Pedro Mésseder, Rachel Caiano","Alfragide : Caminho, 2015",3,2017,9 - 11 anos,Literatura,"João Pedro Mésseder, Rachel Caiano",
45,O livro da selva,Rudyard Kipling ; contado por Alison Ainsworth ; il. Galia Bernstein ; trad. Renato Carreira,"Amadora : Booksmile, 2015",3,2017,9 - 11 anos,Literatura,Rudyard Kipling , contado por Alison Ainsworth ; il. Galia Bernstein ; trad. Renato Carreira
46,Peter Pan,J. M. Barrie ; contado por Joan Collins ; il. Annie Wilkinson ; trad. Renato Carreira,"Amadora : Booksmile, 2015",3,2017,9 - 11 anos,Literatura,J. M. Barrie , contado por Joan Collins ; il. Annie Wilkinson ; trad. Renato Carreira
47,Alice no país das maravilhas,Lewis Carroll ; contado por Joan Collins ; il. Ester García-Cortés ; trad. Renato Carreira,"Amadora : Booksmile, 2015",3,2017,9 - 11 anos,Literatura,Lewis Carroll , contado por Joan Collins ; il. Ester García-Cortés ; trad. Renato Carreira
48,"Bicicleta à chuva : uma história sobre bullying, coragem e amizade","Margarida Fonseca Santos, Danuta Wojciechowska","Amadora : Booksmile, 2015",3,2017,9 - 11 anos,Literatura,"Margarida Fonseca Santos, Danuta Wojciechowska",
49,Ali Babá e os quarenta ladrões,adapt. Luc Lefort ; il. Daniele Fabbri ; adapt. para a língua portuguesa António Pescada,ISBN: 978-972-0-72698-8,3,2017,9 - 11 anos,Literatura,adapt. Luc Lefort , il. Daniele Fabbri ; adapt. para a língua portuguesa António Pescada
50,Era uma vez o Porto,Raquel Patriarca ; il. Carla Cadete,"Vila do Conde : Verso da História, 2014",3,2017,9 - 11 anos,Literatura,Raquel Patriarca , il. Carla Cadete
51,Acho que posso ajudar,David Machado ; il. Mafalda Milhões,"Barcarena : Alfaguara, 2014",3,2017,9 - 11 anos,Literatura,David Machado , il. Mafalda Milhões
52,O que vês dessa janela?,Isabel Minhós Martins ; il. Madalena Matoso,"[S.l.] : Museu da luz, 2011",3,2017,9 - 11 anos,Literatura,Isabel Minhós Martins , il. Madalena Matoso
